conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32a76797-6235-4659-869f-c691ffd30463,paleoclimatología,released,knowledge,occupation-specific,estudio histórico del clima | estudio del clima en épocas geológicas antiguas,"La ciencia que estudia los cambios climáticos durante toda la historia de la Tierra mediante la recogida y el análisis de muestras de elementos como las rocas, el hielo, los anillos de árboles y los sedimentos.",http://data.europa.eu/esco/isced-f/0532,ciencias de la tierra
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/32f20d0e-d127-4901-a971-a53e26dfef14,asesorar a los clientes sobre tecnología para hogares inteligentes,released,skill/competence,occupation-specific,,"Asesorar a los clientes sobre las posibilidades de instalar tecnología para hogares inteligentes teniendo en cuenta los requisitos y el estado previo de la estructura.
	",http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,asesorar sobre productos y servicios
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/33784b61-bd86-4451-8a89-741ada5f8475,mantener sistemas fotovoltaicos,released,skill/competence,sector-specific,realizar tareas de mantenimiento en sistemas fotovoltaicos | reparar sistemas fotovoltaicos | mantener sistemas de energía solar | garantizar el buen funcionamiento de sistemas fotovoltaicos,"Realizar tareas de mantenimiento y reparaciones de sistemas que generen energía eléctrica mediante la conversión de la luz en corrientes eléctricas, el efecto fotovoltaico. Garantizar el cumplimiento de la normativa y la correcta instalación del sistema fotovoltaico.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"mantener aparatos eléctricos, electrónicos y de precisión"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/340a75f4-76e1-4ef0-8f1e-1bb78ba561ef,inspeccionar el cumplimiento de normas sobre residuos peligrosos,released,skill/competence,cross-sector,garantizar el cumplimiento de normas sobre residuos de riesgo | velar por el cumplimiento de normas sobre residuos contaminantes,"Inspeccionar las estrategias de las organizaciones o instalaciones que se ocupan de la gestión de los residuos peligrosos, a fin de garantizar que sus acciones cumplen la legislación pertinente y que se toman medidas para mejorar la protección frente a la exposición y garantizar la salud y la seguridad.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,hacer seguimiento de seguridad y protección
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3419fac9-575d-4492-a018-edff6f4dae26,legislación ambiental en materia de agricultura y silvicultura,released,knowledge,cross-sector,"legislación, políticas y principios en materia de agricultura y silvicultura | legislación, políticas y principios en materia forestal y de agricultura | legislación ambiental en materia forestal y de agricultura","Sensibilización sobre la legislación medioambiental, las políticas y los principios pertinentes para la agricultura y la silvicultura. Sensibilización sobre las repercusiones en el medio ambiente de los procedimientos y prácticas agrícolas locales. Los medios para ajustar la producción a nuevas normativas y políticas medioambientales.",http://data.europa.eu/esco/isced-f/0421,derecho
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/34406889-f522-47a7-b60d-8545b36d73bb,aspirar a realizar construcciones arquitectónicas armoniosas,released,skill/competence,occupation-specific,esforzarse por diseñar y realizar construcciones arquitectónicas armoniosas | aspirar a diseñar y realizar construcciones arquitectónicas armoniosas | esforzarse por realizar construcciones arquitectónicas armoniosas,Diseñar y realizar construcciones que preserven el equilibrio entre la naturaleza y los edificios. Asegurarse de que la incorporación de edificios en un emplazamiento preserve la armonía del lugar.,http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,diseñar estructuras o instalaciones
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/347b6a67-59ad-4408-bb9c-cfa502867e24,controlar el estado fitosanitario de los bosques,released,skill/competence,sector-specific,examinar el estado fitosanitario de los bosques | observar el estado fitosanitario de los bosques | verificar el estado fitosanitario de los bosques,Supervisar el estado fitosanitario de los bosques para asegurarse de que el equipo de silvicultura adopta todas las medidas necesarias.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,hacer seguimiento de condiciones medioambientales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/351cd749-498c-4ed3-9e38-58fc9bbf8f0e,asegurar el cumplimiento de las normas acústicas,released,skill/competence,cross-sector,garantizar el cumplimiento de las normas en materia de ruido | promover el cumplimiento de las normas en materia de ruido | asegurar que se cumplan las normas en materia de ruido | garantizar que se cumplan las normas en materia de ruido,"Asegurarse de que los edificios, las carreteras, el tráfico aéreo y los eventos cumplan las normas y reglamentaciones acústicas locales, nacionales o internacionales, con el fin de reducir al mínimo las molestias para los residentes vecinos.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,cumplir los procedimientos de salud y seguridad
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3577e49b-951d-4d46-a1f4-417087a8fb6d,adaptarse a condiciones climáticas diferentes,released,skill/competence,cross-sector,adaptarse a diversas condiciones meteorológicas | ajustarse a distintas condiciones climáticas,Hacer frente a la exposición regular a las condiciones meteorológicas extremas y los entornos peligrosos.,http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4 | http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe,adaptarse al cambio | solucionar problemas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/36359101-4488-4859-83a8-9600d9faf3f2,colaborar con las comunidades locales en la gestión de las zonas naturales protegidas,released,skill/competence,sector-specific,,"Construir una relación con la comunidad local en el lugar de destino para minimizar los conflictos apoyando el crecimiento económico de las empresas de turismo locales y respetando las prácticas tradicionales locales.
   ",http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12 | http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,participar activamente en la vida cívica | desarrollar redes o relaciones profesionales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,evaluar la contaminación,released,skill/competence,cross-sector,examinar la contaminación | asesorar sobre descontaminación | determinar la contaminación,Analizar las pruebas de contaminación. Aconsejar sobre cómo descontaminar.,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,evaluar terrenos o bienes inmuebles
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/37ba5509-9665-4947-a5ae-f124d5769473,fabricar pasta de papel,released,skill/competence,occupation-specific,crear pasta de papel | preparar pasta de papel | elaborar pasta de papel,Crear pulpa de papel o pulpa de papel reciclado o usado con agua en mezcladoras y licuadoras u otros equipos. Añadir colores agregando papeles de diferentes colores.,http://data.europa.eu/esco/skill/06769591-b8cf-46b2-b1d3-6602b1cf440e,manejar maquinaria de transformación de madera y fabricación de papel
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/38f7be4a-f6af-4f1d-a972-8c51b27d2cea,aplicar la normativa forestal,released,skill/competence,occupation-specific,hacer cumplir la normativa forestal | aplicar la normativa relativa a los parques naturales | hacer cumplir la legislación en materia forestal,"Aplicar las leyes y normativas ambientales relacionadas con la gestión forestal. Los guardas forestales velan por el cumplimiento de la reglamentación local, estatal y nacional aplicada al uso forestal y a la conservación de la vida silvestre. Llevan a cabo inspecciones de seguridad en los campings e investigan las reclamaciones.",http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,mantener y hacer respetar la seguridad física
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3936cc7d-d045-4eb0-b951-b862a072c0a2,diseñar indicadores para reducir el desperdicio de alimentos,released,skill/competence,cross-sector,,"Definir indicadores clave de resultados para reducir y gestionar el desperdicio de alimentos con arreglo a las normas establecidas. Supervisar la evaluación de los métodos, el equipo y los costes para prevenir el desperdicio de alimentos.
	",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,hacer seguimiento de actividades operativas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3955cd15-a1fa-4c16-99b4-c39cb17db21d,medidas de protección contra la introducción de organismos,released,knowledge,sector-specific,medidas de protección contra la introducción de organismos nocivos,"Las medidas nacionales e internacionales de protección contra la introducción de organismos como, por ejemplo, la Directiva 2000/29/CE del Consejo relativa a las medidas de protección contra la introducción en la Comunidad de organismos nocivos para los vegetales o productos vegetales y contra su propagación en el interior de la Comunidad.",http://data.europa.eu/esco/isced-f/0522,medio ambientes naturales y vida silvestre
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/395ace35-e463-4dc7-8181-c2dd43885107,llevar a cabo un estudio de viabilidad sobre bombas de calor,released,skill/competence,sector-specific,,"Analizar y evaluar la viabilidad de un sistema de bomba de calor. Llevar a cabo un estudio normalizado para determinar los costes y las limitaciones, y realizar una investigación para respaldar el proceso de toma de decisiones.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,ejecutar estudio de viabilidad | analizar operaciones empresariales
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/397412dc-47c4-4580-82d0-15a9f9a86ea2,diseñar sistemas de drenaje por pozos,released,skill/competence,sector-specific,desarrollar sistemas de drenaje por pozos | diseñar sistemas de drenaje | proyectar sistemas de drenaje por pozos,"Diseñar sistemas que se sitúen en propiedades residenciales, así como en propiedades públicas, como calles y tejados de edificios públicos, y que funcionen para drenar el exceso de agua de estas zonas. Sirven para ayudar a remediar las inundaciones, eliminar la lluvia y minimizar el riesgo de tormentas fuertes, y posteriormente transportar el agua no tratada a la naturaleza.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,diseñar estructuras o instalaciones
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a09d732-08b9-4c90-8fd3-34e2d69ce084,explicar las implicaciones de la cadena de bloques,released,skill/competence,sector-specific,analizar las implicaciones de blockchain para la gobernanza | explicar las implicaciones prácticas de blockchain,"Explicar las consecuencias, las repercusiones y las implicaciones del uso de la tecnología de cadena de bloques tanto en los procesos empresariales que esta impulsa como a una mayor escala, incluidos también los aspectos sociales y ecológicos.
	",http://data.europa.eu/esco/skill/cd9c487e-09ad-4b82-854b-118feb01f2ed,competencias en materia de información
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a2f0b3f-8203-466f-89f9-207316ade4da,eliminar residuos de soldadura,released,skill/competence,occupation-specific,tirar residuos de soldadura | deshacerse de residuos de soldadura,Recoger y transportar la escoria de soldadura en contenedores especiales para residuos peligrosos.,http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a | http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,eliminar residuos peligrosos | manipular y eliminar materiales peligrosos | gestionar residuos
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a519990-ae6c-4c8b-a827-2bf96d949940,gestionar la conservación del patrimonio natural y cultural,released,skill/competence,sector-specific,,"Utilizar ingresos procedentes de actividades turísticas y donaciones para financiar y preservar las zonas naturales protegidas y el patrimonio cultural intangible, como la artesanía, las canciones y los relatos de las comunidades.
   ",http://data.europa.eu/esco/skill/193af349-b20e-4277-94bf-b184e92b8d6a,gestionar presupuestos o finanzas
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3a560dc4-ee2e-4437-b94f-c076a2b5f25e,inspeccionar los pozos de agua,released,skill/competence,cross-sector,hacer inspecciones de los pozos de agua | realizar inspecciones de los pozos de agua | llevar a cabo inspecciones de los pozos de agua,"Examinar los pozos de agua en busca de contaminación y de conformidad con las normas de construcción. Ordenar el cierre de pozos, en caso necesario.",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,hacer seguimiento de seguridad y protección
